title_id,peak_position,song_key,year,since 2000,cut_two,songwriter_gender,song writer count,count of women,cut,has no women,has no men,artist_gender
new_095,3,go crazy by chris brown & young thug,2021,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm', '?', 'm', 'm']",10,0,no women,only men,1 or more men,m
new_158,1,all too well (taylor's version) by taylor swift,2021,1,only women,"['f', 'f']",2,2,only women,1 or more women in credits,only women,f
new_124,1,up by cardi b,2021,1,"mixed, majority men","['f', 'm', 'm', 'm', 'm', 'm']",6,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_154,1,easy on me by adele,2021,1,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_160,5,oh my god by adele,2021,1,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_140,1,butter by bts,2021,1,"mixed, majority men","['m ', 'f', 'm', 'm', 'm', 'm', 'm']",7,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_143,1,permission to dance by bts,2021,1,"mixed, majority men","['m', 'f', 'm', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_123,1,drivers license by olivia rodrigo,2021,1,parity,"['m', 'f']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_152,4,shivers by ed sheeran,2021,1,"mixed, majority men","['m', 'm', 'f', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_130,1,peaches by justin bieber featuring daniel caesar & giveon,2021,1,"mixed, majority men","['m', 'm', 'm', 'f', 'm', 'm', 'm', 'm', 'm', 'm']",10,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_129,3,lemon pepper freestyle by drake featuring rick ross,2021,1,"mixed, majority men","['m', 'm', 'm', 'f', 'm', 'm', 'm', 'm', 'm', 'm']",10,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_146,4,rumors by lizzo featuring cardi b,2021,1,"mixed, majority men","['f', 'm', 'f', 'm', 'm', 'm']",6,2,at least 1 woman,1 or more women in credits,1 or more men,f
new_135,3,kiss me more by doja cat featuring sza,2021,1,"mixed, majority men","['f', 'm', 'm', 'm', 'm', 'm', 'f', 'm', 'm']",9,2,at least 1 woman,1 or more women in credits,1 or more men,f
new_139,3,levitating by dua lipa,2021,1,parity,"['m', 'f', 'f', 'm']",4,2,at least 1 woman,1 or more women in credits,1 or more men,f
new_113,2,levitating by dua lipa featuring dababy,2021,1,"mixed, majority men","['m', 'f', 'm', 'f', 'm']",5,2,at least 1 woman,1 or more women in credits,1 or more men,m;f
new_138,1,good 4 u by olivia rodrigo,2021,1,parity,"['m', 'f', 'm', 'f']",4,2,at least 1 woman,1 or more women in credits,1 or more men,f
new_133,3,deja vu by olivia rodrigo,2021,1,"mixed, majority men","['nb', 'm', 'm', 'f', 'f']",5,2,at least 1 woman,1 or more women in credits,1 or more men,f
new_150,3,fair trade by drake featuring travis scott,2021,1,"mixed, majority men","['m', 'm', 'f', 'm', 'f', 'm', 'm', 'f', 'm', 'm', 'm', 'm', 'm', 'm']",14,3,at least 1 woman,1 or more women in credits,1 or more men,m
new_120,2,34+35 by ariana grande feat. doja cat & megan thee stallion,2021,1,"mixed, majority men","['m', 'f', 'f', 'm', 'f', 'm', 'm', 'm', 'f', 'm', 'f']",11,5,at least 1 woman,1 or more women in credits,1 or more men,f
new_086,2,"whats poppin by jack harlow featuring dababy, tory lanez & lil wayne",2020,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm']",9,0,no women,only men,1 or more men,m
new_093,1,rockstar by dababy featuring roddy ricch,2020,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm']",9,0,no women,only men,1 or more men,m
new_111,3,holy by justin bieber featuring chance the rapper,2020,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm', 'm']",8,0,no women,only men,1 or more men,m
new_094,1,"the scotts by the scotts, travis scott & kid cudi",2020,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm']",7,0,no women,only men,1 or more men,m
new_079,1,the box by roddy ricch,2020,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m
new_109,2,laugh now cry later by drake featuring lil durk,2020,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m
new_078,1,blinding lights by the weeknd,2020,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_084,2,life is good by future featuring drake,2020,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_085,3,godzilla by eminem featuring juice wrld,2020,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_091,4,roses by saint jhn,2020,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_104,3,popstar by dj khaled featuring drake,2020,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_108,1,mood by 24kgoldn featuring iann dior,2020,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_076,1,watermelon sugar by harry styles,2020,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
new_097,3,gooba by 6ix9ine,2020,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
new_099,1,savage love (laxed - siren beat) by jawsh 685 x jason derulo,2020,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
new_101,3,the bigger picture by lil baby,2020,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
new_103,5,wishing well by juice wrld,2020,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
new_114,2,forever after all by luke combs,2020,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
new_001,3,jingle bell rock by bobby helms,2020,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
new_092,1,toosie slide by drake,2020,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
new_102,2,come & go by juice wrld x marshmello,2020,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
new_087,5,intentions by justin bieber featuring quavo,2020,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_006,4,a holly jolly christmas by burl ives,2020,1,only men,['m'],1,0,no women,only men,1 or more men,m
new_116,5,dakiti by bad bunny & jhay cortez,2020,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm', 'm']",8,0,no women,only men,1 or more men,m
new_072,4,dance monkey by tones and i,2020,1,only women,['f'],1,1,only women,1 or more women in credits,only women,f
new_083,2,yummy by justin bieber,2020,1,"mixed, majority men","['f', 'm', 'm', 'm', 'm']",5,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_081,3,i hope by gabby barrett featuring charlie puth,2020,1,"mixed, majority men","['f', 'm', 'm', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
new_117,2,therefore i am by billie eilish,2020,1,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_105,4,the 1 by taylor swift,2020,1,parity,"['m', 'f']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_106,1,cardigan by taylor swift,2020,1,parity,"['m', 'f']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_110,1,dynamite by bts,2020,1,parity,"['m', 'f']",2,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_119,1,willow by taylor swift,2020,1,parity,"['m', 'f']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_112,1,franchise by travis scott featuring young thug & m.i.a.,2020,1,"mixed, majority men","['m', 'm', 'm', 'm', 'f', 'm', 'm', 'm', 'm']",9,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
new_089,5,stupid love by lady gaga,2020,1,"mixed, majority men","['m', 'm', 'm', 'm', 'f']",5,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_100,1,trollz by 6ix9ine & nicki minaj,2020,1,"mixed, majority men","['m', 'm', 'm', 'm', 'f', 'm']",6,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
new_118,1,life goes on by bts,2020,1,"mixed, majority men","['f', 'm', 'm', 'm', 'm', 'f', 'm']",7,2,at least 1 woman,1 or more women in credits,1 or more men,m
new_107,1,wap by cardi b featuring megan thee stallion,2020,1,"mixed, majority men","['m', 'f', 'm', 'm', 'f', 'm']",6,2,at least 1 woman,1 or more women in credits,1 or more men,f
new_074,2,don't start now by dua lipa,2020,1,"mixed, majority women","['f', 'f', 'f', 'm']",4,3,at least 1 woman,1 or more women in credits,1 or more men,f
new_115,1,positions by ariana grande,2020,1,"mixed, majority men","['f', 'f', 'm', 'm', 'm', 'f', 'm']",7,3,at least 1 woman,1 or more women in credits,1 or more men,f
new_096,1,stuck with u by ariana grande & justin bieber,2020,1,"mixed, majority men","['f', 'm', 'm', 'm', 'm', 'f', 'f']",7,3,at least 1 woman,1 or more women in credits,1 or more men,m;f
new_090,1,savage by megan thee stallion,2020,1,"mixed, majority men","['f', 'm', 'm', 'm', 'm', 'm', 'f', 'f', 'm']",9,3,at least 1 woman,1 or more women in credits,1 or more men,f
new_082,1,say so by doja cat featuring nicki minaj,2020,1,"mixed, majority women","['m', 'f', 'm', 'f', 'f']",5,3,at least 1 woman,1 or more women in credits,1 or more men,f
new_088,4,on by bts,2020,1,"mixed, majority men","['f', 'm', 'm', 'f', 'f', 'f', 'm', 'm', 'm', 'm']",10,4,at least 1 woman,1 or more women in credits,1 or more men,m
new_098,1,rain on me by lady gaga & ariana grande,2020,1,"mixed, majority men","['f', 'f', 'm', 'm', 'm', 'f', 'm', 'f', 'm', 'm', 'f']",11,5,at least 1 woman,1 or more women in credits,1 or more men,f
new_056,5,homicide by logic featuring eminem,2019,1,only men,"['?', 'm', '?', 'm', 'm', 'm', '?']",7,0,no women,only men,1 or more men,m
new_080,5,futsal shuffle 2020 by lil uzi vert,2019,1,only men,"['m', 'm', 'm', '?', 'nb']",5,0,no women,only men,1 or more men,nb
new_052,1,sucker by jonas brothers,2019,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm']",9,0,no women,only men,1 or more men,m
new_069,2,memories by maroon 5,2019,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm']",7,0,no women,only men,1 or more men,m
new_046,2,wow. by post malone,2019,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m
new_053,1,old town road by lil nas x featuring billy ray cyrus,2019,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m
new_060,2,i don't care by ed sheeran & justin bieber,2019,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m
new_059,1,someone you loved by lewis capaldi,2019,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_065,5,panini by lil nas x,2019,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_068,1,circles by post malone,2019,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_048,4,middle child by j. cole,2019,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
new_071,1,highest in the room by travis scott,2019,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
new_077,1,heartless by the weeknd,2019,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
new_057,2,if i can't have you by shawn mendes,2019,1,only men,"['m', 'm', 'm', 'nb']",4,0,no women,only men,1 or more men,m
new_050,3,talk by khalid,2019,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
new_061,4,ran$om by lil tecca,2019,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
new_002,2,rockin' around the christmas tree by brenda lee,2019,1,only men,['m'],1,0,no women,only men,1 or more men,f
new_051,3,please me by cardi b & bruno mars,2019,1,"mixed, majority men","['f', 'm', 'm', 'm', 'm', 'm', 'm']",7,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
new_003,1,all i want for christmas is you by mariah carey,2019,1,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_054,1,bad guy by billie eilish,2019,1,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_063,2,you need to calm down by taylor swift,2019,1,parity,"['m', 'f']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_067,3,good as hell by lizzo,2019,1,parity,"['m', 'f']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_070,4,"10,000 hours by dan + shay & justin bieber",2019,1,"mixed, majority men","['m', 'm', 'f', 'm', 'm', 'm']",6,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_055,2,me! by taylor swift featuring brendon urie,2019,1,"mixed, majority men","['m', 'm', 'f']",3,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
new_066,3,goodbyes by post malone featuring young thug,2019,1,"mixed, majority men","['m', 'm', 'm', 'f', 'm', 'm', 'm']",7,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_062,5,no guidance by chris brown featuring drake,2019,1,"mixed, majority men","['m', 'm', 'm', 'm', 'm', 'm', 'f', 'm', 'm', 'm']",10,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_075,4,roxanne by arizona zervas,2019,1,"mixed, majority men","['m', 'm', 'm', 'f']",4,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_058,1,truth hurts by lizzo,2019,1,"mixed, majority men","['f', 'f', 'm', 'm', 'm']",5,2,at least 1 woman,1 or more women in credits,1 or more men,f
new_049,2,"break up with your girlfriend, i'm bored by ariana grande",2019,1,"mixed, majority men","['f', 'm', 'f', 'm', 'm', 'm']",6,2,at least 1 woman,1 or more women in credits,1 or more men,f
new_073,1,lose you to love me by selena gomez,2019,1,"mixed, majority men","['f', 'nb', 'm', 'm', 'f']",5,2,at least 1 woman,1 or more women in credits,1 or more men,f
new_064,1,señorita by shawn mendes & camila cabello,2019,1,"mixed, majority men","['f', 'm', 'm', 'f', 'm', 'f', 'm', 'm']",8,3,at least 1 woman,1 or more women in credits,1 or more men,m;f
new_047,1,7 rings by ariana grande,2019,1,"mixed, majority men","['f', 'm', 'f', 'm', 'f', 'm', 'm', 'm', 'nb', 'f']",10,4,at least 1 woman,1 or more women in credits,1 or more men,f
new_034,1,sicko mode by travis scott,2018,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm']",30,0,no women,only men,1 or more men,m
new_033,5,"no brainer by dj khaled featuring justin bieber, chance the rapper & quavo",2018,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm']",9,0,no women,only men,1 or more men,m
1005307,3,Finesse by Bruno Mars & Cardi B,2018,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm', 'm']",8,0,no women,only men,1 or more men,m;f
new_043,5,mia by bad bunny featuring drake,2018,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm']",7,0,no women,only men,1 or more men,m
new_017,5,look alive by blocboy jb featuring drake,2018,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m
new_025,3,better now by post malone,2018,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m
new_044,1,sunflower by post malone & swae lee,2018,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m
new_027,2,lucid dreams by juice wrld,2018,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_038,5,don't cry by lil wayne featuring xxxtentacion,2018,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
1063267,1,God's Plan by Drake,2018,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
new_018,1,psycho by post malone featuring ty dolla $ign,2018,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
new_040,2,mona lisa by lil wayne featuring kendrick lamar,2018,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
new_021,4,call out my name by the weeknd,2018,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
new_026,1,this is america by childish gambino,2018,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
new_035,2,happier by marshmello & bastille,2018,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
new_037,4,drip too hard by lil baby & gunna,2018,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
new_019,1,sad! by xxxtentacion,2018,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
new_036,3,killshot by eminem,2018,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
1029084,5,Bad At Love by Halsey,2018,1,only men,"['nb', 'm', 'nb', 'm']",4,0,no women,only men,1 or more men,nb
new_042,2,zeze by kodak black featuring travis scott & offset,2018,1,"mixed, majority men","['f', 'm', 'm', 'm', 'm', 'm', 'm']",7,1,at least 1 woman,1 or more women in credits,1 or more men,m
new_013,2,meant to be by bebe rexha & florida georgia line,2018,1,"mixed, majority men","['f', 'm', 'm', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
new_024,3,no tears left to cry by ariana grande,2018,1,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
new_023,1,"i like it by cardi b, bad bunny & j balvin",2018,1,"mixed, majority men","['m', 'f', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm']",15,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
new_039,1,shallow by lady gaga & bradley cooper,2018,1,"mixed, majority men","['m', 'm', 'f', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
new_032,3,fefe by 6ix9ine featuring nicki minaj & murda beatz,2018,1,"mixed, majority men","['m', 'm', 'm', 'f', 'm', 'm']",6,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
